/american_football/football_team/current_roster./sports/sports_team_roster/position_input <SEP> <START> /sports/sports_position/players./sports/sports_team_roster/team-1 /sports/sports_position/players./sports/sports_team_roster/team /sports/sports_position/players./sports/sports_team_roster/team-1 <END> : 0.040608654141758634 : [0.3490962088108063, 0.310992568731308, 0.3740863502025604, 0.99988853931427] 
/american_football/football_team/current_roster./sports/sports_team_roster/position_input <SEP> <START> /sports/sports_position/players./sports/sports_team_roster/team-1 /sports/sports_position/players./sports/sports_team_roster/team /sports/sports_team/roster./american_football/football_historical_roster_position/position_s <END> : 0.03188984858624026 : [0.3490962088108063, 0.310992568731308, 0.2937539517879486, 0.9999392032623291] 
/american_football/football_team/current_roster./sports/sports_team_roster/position_input <SEP> <START> /sports/sports_position/players./sports/sports_team_roster/team-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s <END> : 0.02661483745220777 : [0.3490962088108063, 0.240020290017128, 0.3176566958427429, 0.9999371767044067] 
/american_football/football_team/current_roster./sports/sports_team_roster/position_input <SEP> <START> /sports/sports_team/roster./american_football/football_historical_roster_position/position_s /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s <END> : 0.022774525380384908 : [0.2527502775192261, 0.28857654333114624, 0.312274694442749, 0.9999076128005981] 
/american_football/football_team/current_roster./sports/sports_team_roster/position_input <SEP> <START> /sports/sports_position/players./sports/sports_team_roster/team-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 /sports/sports_position/players./sports/sports_team_roster/team-1 <END> : 0.022283633780575574 : [0.3490962088108063, 0.240020290017128, 0.26597994565963745, 0.9998711347579956] 
/american_football/football_team/current_roster./sports/sports_team_roster/position-1_input <SEP> <START> /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 <END> : 0.022252075575314858 : [0.2979298532009125, 0.23873169720172882, 0.31289786100387573, 0.9998706579208374] 
/american_football/football_team/current_roster./sports/sports_team_roster/position-1_input <SEP> <START> /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 /american_football/football_team/current_roster./sports/sports_team_roster/position /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 <END> : 0.021780788936951293 : [0.2979298532009125, 0.2378506362438202, 0.30742180347442627, 0.9998171925544739] 
/american_football/football_team/current_roster./sports/sports_team_roster/position-1_input <SEP> <START> /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 /sports/sports_position/players./sports/sports_team_roster/team-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 <END> : 0.021569172986763755 : [0.2979298532009125, 0.2222418189048767, 0.3258216381072998, 0.9998014569282532] 
/american_football/football_team/current_roster./sports/sports_team_roster/position-1_input <SEP> <START> /sports/sports_position/players./sports/sports_team_roster/team /sports/sports_position/players./sports/sports_team_roster/team-1 /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 <END> : 0.020964454753372656 : [0.25294193625450134, 0.26504644751548767, 0.31283846497535706, 0.9995869994163513] 
/american_football/football_team/current_roster./sports/sports_team_roster/position-1_input <SEP> <START> /sports/sports_position/players./sports/sports_team_roster/team /sports/sports_team/roster./american_football/football_historical_roster_position/position_s /sports/sports_team/roster./american_football/football_historical_roster_position/position_s-1 <END> : 0.02079356288426488 : [0.25294193625450134, 0.2525545358657837, 0.32555490732192993, 0.999835729598999] 
/award/award_category/category_of_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/ceremony /time/event/instance_of_recurring_event <END> : 0.2996131849443082 : [0.46559441089630127, 0.7200582027435303, 0.8961057662963867, 0.9973147511482239, 0.9999862909317017] 
/award/award_category/category_of_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_ceremony/awards_presented./award/award_honor/award_winner /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/category_of <END> : 0.05493201312140605 : [0.46559441089630127, 0.23867027461528778, 0.49602627754211426, 0.9966026544570923, 0.9999831914901733] 
/award/award_category/category_of_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_ceremony/awards_presented./award/award_honor/award_winner-1 /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/category_of <END> : 0.05022844727521722 : [0.2508437931537628, 0.2094404548406601, 0.9583364129066467, 0.9976430535316467, 0.9999830722808838] 
/award/award_category/category_of_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_ceremony/awards_presented./award/award_honor/award_winner /award/award_category/winners./award/award_honor/award_winner-1 /award/award_category/category_of <END> : 0.03945332911046479 : [0.46559441089630127, 0.23867027461528778, 0.35631173849105835, 0.9964473843574524, 0.9999840259552002] 
/award/award_category/category_of_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/category_of <END> : 0.028659194455242808 : [0.46559441089630127, 0.7200582027435303, 0.08599920570850372, 0.9940178394317627] 
/award/award_category/category_of-1_input <SEP> <START> /time/event/instance_of_recurring_event-1 /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 <END> : 0.18478904718798606 : [0.46799522638320923, 0.7052180171012878, 0.5616244673728943, 0.9969438910484314, 0.9999877214431763] 
/award/award_category/category_of-1_input <SEP> <START> /award/award_category/category_of-1 /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 <END> : 0.06186026848675607 : [0.528170108795166, 0.27932989597320557, 0.41949883103370667, 0.9995161294937134] 
/award/award_category/category_of-1_input <SEP> <START> /award/award_category/category_of-1 /award/award_category/winners./award/award_honor/ceremony /award/award_ceremony/awards_presented./award/award_honor/award_winner /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.04585146961897712 : [0.528170108795166, 0.27932989597320557, 0.4720282256603241, 0.658415675163269, 0.999985933303833] 
/award/award_category/category_of-1_input <SEP> <START> /award/award_category/category_of-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_ceremony/awards_presented./award/award_honor/award_winner-1 /award/award_category/winners./award/award_honor/ceremony-1 <END> : 0.045291308500885676 : [0.528170108795166, 0.36307868361473083, 0.23655013740062714, 0.9984415173530579, 0.9999872446060181] 
/award/award_category/category_of-1_input <SEP> <START> /time/event/instance_of_recurring_event-1 /award/award_category/winners./award/award_honor/ceremony-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.03999464628694066 : [0.46799522638320923, 0.7052180171012878, 0.17524555325508118, 0.6915059685707092, 0.9999864101409912] 
/award/award_category/disciplines_or_subjects_input <SEP> <START> /award/award_category/disciplines_or_subjects /award/award_category/disciplines_or_subjects-1 /award/award_category/disciplines_or_subjects <END> : 0.7557015106857264 : [0.8153346180915833, 0.9301422834396362, 0.9972783923149109, 0.9991912245750427] 
/award/award_category/disciplines_or_subjects_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/disciplines_or_subjects <END> : 0.018207791879687376 : [0.0966421514749527, 0.1920279562473297, 0.9911730885505676, 0.9898667335510254] 
/award/award_category/disciplines_or_subjects_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /influence/influence_node/influenced_by-1 /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/disciplines_or_subjects <END> : 0.013243329377813482 : [0.0966421514749527, 0.23670873045921326, 0.579961895942688, 0.9982171654701233, 0.999981164932251] 
/award/award_category/disciplines_or_subjects_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /influence/influence_node/influenced_by /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/disciplines_or_subjects <END> : 0.012524167241005968 : [0.0966421514749527, 0.23532244563102722, 0.5515562891960144, 0.9984758496284485, 0.9999804496765137] 
/award/award_category/disciplines_or_subjects_input <SEP> <START> /award/award_category/winners./award/award_honor/award_winner /influence/influence_node/influenced_by-1 /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/disciplines_or_subjects <END> : 0.01141197816769259 : [0.07628221809864044, 0.25205934047698975, 0.5942228436470032, 0.9988355040550232, 0.9999804496765137] 
/award/award_category/disciplines_or_subjects-1_input <SEP> <START> /award/award_category/disciplines_or_subjects-1 /award/award_category/disciplines_or_subjects /award/award_category/disciplines_or_subjects-1 <END> : 0.5757095254372332 : [0.9582582712173462, 0.6069388389587402, 0.991042971611023, 0.9988112449645996] 
/award/award_category/disciplines_or_subjects-1_input <SEP> <START> /award/award_category/disciplines_or_subjects-1 <END> : 0.052478179792459834 : [0.9582582712173462, 0.05476412922143936] 
/award/award_category/disciplines_or_subjects-1_input <SEP> <START> /award/award_category/disciplines_or_subjects-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.037819893416307995 : [0.9582582712173462, 0.19108836352825165, 0.20677438378334045, 0.9988648891448975] 
/award/award_category/disciplines_or_subjects-1_input <SEP> <START> /award/award_category/disciplines_or_subjects-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /influence/influence_node/influenced_by-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.030352649424089308 : [0.9582582712173462, 0.19108836352825165, 0.26489683985710144, 0.6257679462432861, 0.9999762773513794] 
/award/award_category/disciplines_or_subjects-1_input <SEP> <START> /award/award_category/disciplines_or_subjects-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /influence/influence_node/influenced_by /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.020845663424875666 : [0.9582582712173462, 0.19108836352825165, 0.18605978786945343, 0.6118676066398621, 0.9999744892120361] 
/award/award_category/nominees./award/award_nomination/nominated_for_input <SEP> <START> /award/award_category/nominees./award/award_nomination/nominated_for /film/film/release_date_s./film/film_regional_release_date/film_release_region /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency /film/film/estimated_budget./measurement_unit/dated_money_value/currency-1 <END> : 0.020233042621199508 : [0.36301755905151367, 0.2618805170059204, 0.21285921335220337, 0.999868631362915, 0.9999884366989136] 
/award/award_category/nominees./award/award_nomination/nominated_for_input <SEP> <START> /award/award_category/nominees./award/award_nomination/nominated_for /film/film/release_date_s./film/film_regional_release_date/film_release_region /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency /film/film/estimated_budget./measurement_unit/dated_money_value/currency-1 <END> : 0.019218797885886367 : [0.36301755905151367, 0.2618805170059204, 0.20219387114048004, 0.9998445510864258, 0.999988317489624] 
/award/award_category/nominees./award/award_nomination/nominated_for_input <SEP> <START> /award/award_category/nominees./award/award_nomination/nominated_for /film/film/release_date_s./film/film_regional_release_date/film_release_region /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency /film/film/estimated_budget./measurement_unit/dated_money_value/currency-1 <END> : 0.01840000354630504 : [0.36301755905151367, 0.2618805170059204, 0.19357721507549286, 0.9998565912246704, 0.9999887943267822] 
/award/award_category/nominees./award/award_nomination/nominated_for_input <SEP> <START> /award/award_category/nominees./award/award_nomination/nominated_for /film/film/release_date_s./film/film_regional_release_date/film_release_region /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency /film/film/estimated_budget./measurement_unit/dated_money_value/currency-1 <END> : 0.014015597886161526 : [0.36301755905151367, 0.2618805170059204, 0.14745239913463593, 0.9998480081558228, 0.9999884366989136] 
/award/award_category/nominees./award/award_nomination/nominated_for_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/nominated_for /film/film/genre /film/film/genre-1 <END> : 0.011880159429810912 : [0.32939213514328003, 0.18263213336467743, 0.27825236320495605, 0.7097394466400146, 0.9999862909317017] 
/award/award_category/nominees./award/award_nomination/nominated_for-1_input <SEP> <START> /film/film/genre /film/film/genre-1 /award/award_category/nominees./award/award_nomination/nominated_for-1 <END> : 0.010056595248218968 : [0.09831710159778595, 0.7287586331367493, 0.14037342369556427, 0.9998924732208252] 
/award/award_category/nominees./award/award_nomination/nominated_for-1_input <SEP> <START> /film/film/genre /film/film/genre-1 /award/award_nominee/award_nominations./award/award_nomination/nominated_for-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.008822829221238884 : [0.09831710159778595, 0.7287586331367493, 0.17863036692142487, 0.6893618702888489, 0.9999828338623047] 
/award/award_category/nominees./award/award_nomination/nominated_for-1_input <SEP> <START> /film/film/language /film/film/language-1 /film/actor/film./film/performance/film-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.007713512953877155 : [0.12753669917583466, 0.45835477113723755, 0.1914193034172058, 0.6893449425697327, 0.9999837875366211] 
/award/award_category/nominees./award/award_nomination/nominated_for-1_input <SEP> <START> /film/film/language /film/film/language-1 /award/award_nominee/award_nominations./award/award_nomination/nominated_for-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.0073002209913235454 : [0.12753669917583466, 0.45835477113723755, 0.18159997463226318, 0.6876876354217529, 0.9999817609786987] 
/award/award_category/nominees./award/award_nomination/nominated_for-1_input <SEP> <START> /film/film/genre /film/film/genre-1 /film/actor/film./film/performance/film-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.007216268877296523 : [0.09831710159778595, 0.7287586331367493, 0.1458519846200943, 0.6905485391616821, 0.9999847412109375] 
/award/award_category/winners./award/award_honor/award_winner_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee-1 /people/person/gender /people/person/gender-1 <END> : 0.012171210774340338 : [0.49606388807296753, 0.15243715047836304, 0.16097019612789154, 0.9999228715896606, 0.9999847412109375] 
/award/award_category/winners./award/award_honor/award_winner_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee-1 /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 <END> : 0.01170651552148649 : [0.49606388807296753, 0.15243715047836304, 0.15483659505844116, 0.999840259552002, 0.9999884366989136] 
/award/award_category/winners./award/award_honor/award_winner_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee /people/person/gender /people/person/gender-1 <END> : 0.011359849404941127 : [0.49606388807296753, 0.13695336878299713, 0.16722486913204193, 0.9999269247055054, 0.9999841451644897] 
/award/award_category/winners./award/award_honor/award_winner_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 <END> : 0.010229875813683311 : [0.49606388807296753, 0.13695336878299713, 0.15059950947761536, 0.9998657703399658, 0.9999879598617554] 
/award/award_category/winners./award/award_honor/award_winner_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_winner/awards_won./award/award_honor/award_winner /people/person/gender /people/person/gender-1 <END> : 0.009497775346094287 : [0.49606388807296753, 0.10330666601657867, 0.1853511929512024, 0.9999243021011353, 0.999984860420227] 
/award/award_category/winners./award/award_honor/award_winner-1_input <SEP> <START> /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.013129409613692744 : [0.0978531613945961, 0.9253597259521484, 0.22305405139923096, 0.6500640511512756, 0.9999849796295166] 
/award/award_category/winners./award/award_honor/award_winner-1_input <SEP> <START> /people/person/gender /people/person/gender-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee-1 /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.012477630694590005 : [0.0914798378944397, 0.9991926550865173, 0.2097305804491043, 0.6508824825286865, 0.9999842643737793] 
/award/award_category/winners./award/award_honor/award_winner-1_input <SEP> <START> /people/person/gender /people/person/gender-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.0102968894515271 : [0.0914798378944397, 0.9991926550865173, 0.17398570477962494, 0.6474774479866028, 0.9999843835830688] 
/award/award_category/winners./award/award_honor/award_winner-1_input <SEP> <START> /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 /award/award_nominee/award_nominations./award/award_nomination/award_nominee /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.010273255383515338 : [0.0978531613945961, 0.9253597259521484, 0.17500601708889008, 0.6482999920845032, 0.9999853372573853] 
/award/award_category/winners./award/award_honor/award_winner-1_input <SEP> <START> /people/person/gender /people/person/gender-1 /award/award_winner/awards_won./award/award_honor/award_winner /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.007907791397466963 : [0.0914798378944397, 0.9991926550865173, 0.1363019347190857, 0.6347251534461975, 0.999983549118042] 
/award/award_category/winners./award/award_honor/ceremony_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/ceremony <END> : 0.0859962020441232 : [0.37984469532966614, 0.5120205283164978, 0.442403107881546, 0.9994651675224304] 
/award/award_category/winners./award/award_honor/ceremony_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_ceremony/awards_presented./award/award_honor/award_winner /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/winners./award/award_honor/ceremony <END> : 0.049732871292305816 : [0.37984469532966614, 0.3475639820098877, 0.37699565291404724, 0.9992448091506958, 0.9999872446060181] 
/award/award_category/winners./award/award_honor/ceremony_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /time/event/instance_of_recurring_event /award/award_category/category_of-1 /award/award_category/winners./award/award_honor/ceremony <END> : 0.036738923955030506 : [0.37984469532966614, 0.11178901791572571, 0.865711510181427, 0.9994332194328308, 0.9999867677688599] 
/award/award_category/winners./award/award_honor/ceremony_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/category_of /time/event/instance_of_recurring_event-1 <END> : 0.036717696936871574 : [0.37984469532966614, 0.5120205283164978, 0.18936555087566376, 0.9969823956489563, 0.9999850988388062] 
/award/award_category/winners./award/award_honor/ceremony_input <SEP> <START> /award/award_nominee/award_nominations./award/award_nomination/award-1 /people/person/gender /people/person/gender-1 /award/award_ceremony/awards_presented./award/award_honor/award_winner-1 <END> : 0.0348645205150393 : [0.22230264544487, 0.15695486962795258, 0.9995399713516235, 0.9997022747993469, 0.999984860420227] 
/award/award_category/winners./award/award_honor/ceremony-1_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/ceremony /award/award_category/winners./award/award_honor/ceremony-1 <END> : 0.07601248297054643 : [0.5010626316070557, 0.37564530968666077, 0.40398433804512024, 0.9996556043624878] 
/award/award_category/winners./award/award_honor/ceremony-1_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/category_of /time/event/instance_of_recurring_event-1 /award/award_category/winners./award/award_honor/ceremony-1 <END> : 0.06061486850401989 : [0.5010626316070557, 0.12673936784267426, 0.9570301175117493, 0.9973682761192322, 0.9999872446060181] 
/award/award_category/winners./award/award_honor/ceremony-1_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/ceremony /award/award_ceremony/awards_presented./award/award_honor/award_winner /award/award_nominee/award_nominations./award/award_nomination/award <END> : 0.04669193556350169 : [0.5010626316070557, 0.37564530968666077, 0.3731383979320526, 0.6648265719413757, 0.9999852180480957] 
/award/award_category/winners./award/award_honor/ceremony-1_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_ceremony/awards_presented./award/award_honor/award_winner-1 /award/award_category/winners./award/award_honor/ceremony-1 <END> : 0.044243467908651996 : [0.5010626316070557, 0.19767498970031738, 0.4475792348384857, 0.9980237483978271, 0.9999876022338867] 
/award/award_category/winners./award/award_honor/ceremony-1_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/ceremony /time/event/instance_of_recurring_event /award/award_category/category_of-1 <END> : 0.03691560699334958 : [0.5010626316070557, 0.37564530968666077, 0.19679462909698486, 0.9966269731521606, 0.9999865293502808] 
/award/award_ceremony/awards_presented./award/award_honor/award_winner_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /people/person/gender /people/person/gender-1 <END> : 0.04334333988497297 : [0.40634435415267944, 0.46697941422462463, 0.22843705117702484, 0.9999315738677979, 0.9999852180480957] 
/award/award_ceremony/awards_presented./award/award_honor/award_winner_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 <END> : 0.04321203775579915 : [0.40634435415267944, 0.46697941422462463, 0.22777095437049866, 0.9998144507408142, 0.9999885559082031] 
/award/award_ceremony/awards_presented./award/award_honor/award_winner_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/award_winner /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 <END> : 0.02433870950539557 : [0.40634435415267944, 0.26159921288490295, 0.22900716960430145, 0.9998226761817932, 0.9999880790710449] 
/award/award_ceremony/awards_presented./award/award_honor/award_winner_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_category/winners./award/award_honor/award_winner /people/person/gender /people/person/gender-1 <END> : 0.024001560962649056 : [0.40634435415267944, 0.26159921288490295, 0.22581136226654053, 0.9999305009841919, 0.9999843835830688] 
/award/award_ceremony/awards_presented./award/award_honor/award_winner_input <SEP> <START> /award/award_category/winners./award/award_honor/ceremony-1 /award/award_nominee/award_nominations./award/award_nomination/award-1 /award/award_nominee/award_nominations./award/award_nomination/award /award/award_nominee/award_nominations./award/award_nomination/award-1 <END> : 0.010920127840241552 : [0.40634435415267944, 0.46697941422462463, 0.07870517671108246, 0.7312033176422119, 0.9999868869781494] 
/award/award_ceremony/awards_presented./award/award_honor/award_winner-1_input <SEP> <START> /people/person/spouse_s./people/marriage/type_of_union /people/person/spouse_s./people/marriage/type_of_union-1 /award/award_nominee/award_nominations./award/award_nomination/award /award/award_category/winners./award/award_honor/ceremony <END> : 0.04003607725385707 : [0.10047408938407898, 0.9613093137741089, 0.41478410363197327, 0.9993506073951721, 0.9999868869781494] 
